fileName,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,P_a1,P_a2,P_a3,P_a4,P_a5,P_a6,P_a7,P_a8,P_a9,P_a10,P_a11,P_a12,P_a13,P_a14,P_a16,P_a17,P_a19,P_a20,P_a21,P_a22,P_a23,P_a24,P_a25,P_a26,P_a29,P_a30,P_a31,P_a32,RTD6,RTD7,RTD15,RTD16,RTD17,RTD18,RTD22,RTD23,RTD27,RTD28,RTD29,RTD30,TC6,TC7,TC15,TC16,TC17,TC18,TC22,TC23,TC27,TC28,TC29,TC30,TC_mini6,TC_mini7,TC_mini22,TC_mini23,TC_glycol_return,T_amb,mdot_gas,mdot_glycol_hot,mdot_glycol_cold,Torque_Comp,Torque_Exp,Torque_Motor,Torque_Pump,RPM_Comp,RPM_Exp,RPM_Motor,RPM_Pump,,,Cratio_hot,Cratio_cold,mdot_oil_motor,mdot_oil_pump,mdot_oil_hot,mdot_oil_cold,mdot_oil_hotHX,mdot_oil_coldHX,eta_c_Comp,eta_c_Exp,eta_v_Comp,eta_v_Exp,Power_Comp,Power_Exp,Power_Motor,Power_Pump,Power_Comp_Thermo,Power_Exp_Thermo,Power_Motor_Thermo,Power_Pump_Thermo,eps_Cratio,eps_mdot_oil_hot,eps_mdot_oil_cold,eps_Power_Comp,eps_Power_Exp,vg/vf
2007_07_03F.csv,293.6171,294.6739,294.4172,299.187,295.5632,295.4966,290.506,323.4608,299.402,316.5031,293.4878,293.4642,293.3884,293.4277,299.2122,289.7469,292.5953,293.6861,324.8812,317.367,322.9918,324.266,337.0945,325.019,324.8931,325.3046,299.8823,328.1061,337.2631,324.9277,325.0471,324.6205,580.8444,1129.7996,1120.3798,1124.4409,1123.5402,1107.5403,614.4091,1139.2652,1144.5629,520.1184,521.7366,582.0791,576.8385,581.9469,601.4628,593.4701,517.5024,507.7906,508.7958,441.4133,1218.475,1174.3432,536.9961,1183.7195,1214.776,1190.4652,1180.3258,1172.4927,295.4966,290.506,299.0768,272.973,295.3836,298.7145,324.266,337.0945,304.7635,303.2356,301.4816,301.8102,298.1188,298.8381,299.2122,289.7469,292.5953,293.6861,302.4022,303.1884,299.8823,328.1061,337.2631,324.9277,295.3271,290.4825,324.184,337.6726,315.6333,302.8227,0.025682,0.046876,0.024276,11.0623,4.8259,-0.70871,4.052,3500,1154.7921,475.4685,236.1687,,,10.4565,2.9177,0.119171537,0.057920119,0.13823,0.041588,0.12477,0.048224,0.00065885,126.4431,0.943,1.6518,4.0545,-0.58359,-0.035288,0.10021,4.5423,-0.62143,-0.14082,0.1086,0.28356,0.003385,0.0030087,0.0049861,0.0016455,181.9593
2007_07_03E.csv,289.7742,291.2302,290.8146,294.9183,292.1783,292.469,283.0028,317.0355,295.1986,310.6339,289.5637,289.478,289.3833,289.3636,297.5457,281.8989,288.8349,288.4021,318.0882,311.465,315.7415,317.0114,338.2849,318.3639,318.1047,318.6043,298.0851,325.6491,338.3776,318.6958,318.4724,317.9926,544.648,1098.1693,1090.2965,1092.8297,1094.4185,1082.2922,567.5868,1110.5919,1115.6668,477.4109,480.0447,544.7141,538.7902,543.3817,558.8944,551.4119,475.976,466.5911,468.8726,421.7809,1177.3507,1150.5312,483.7717,1153.4231,1177.2998,1157.2735,1151.5847,1144.5622,292.469,283.0028,297.7809,297.9178,296.8435,296.881,317.0114,338.2849,302.673,301.4439,299.6037,299.6601,295.943,272.5387,297.5457,281.8989,288.8349,288.4021,300.0412,302.6619,298.0851,325.6491,338.3776,318.6958,292.1375,283.3359,316.895,338.8719,313.4335,300.8452,0.025912,0.047719,0.01859,10.3509,5.3991,-0.80195,4.1551,3500,1155.0463,238.8597,116.5217,,,5.4189,1.3856,0.060186468,0.02866249,0.07362,0.020093,0.069815,0.018076,0.00069258,148.7419,0.95985,1.6668,3.7938,-0.65305,-0.020059,0.050701,4.0618,-0.68437,-0.096474,0.066931,0.11086,0.0012125,0.0013588,0.004986,0.0016461,187.2479
2007_07_03D.csv,287.3757,290.8122,290.3409,291.7577,290.7745,291.2423,274.526,310.0338,291.7209,304.7493,287.1194,287.1793,286.8161,286.5576,295.7085,273.0959,287.2225,283.9938,310.4818,305.4353,307.9608,309.0589,343.7637,310.8891,310.606,311.2398,296.1305,324.0937,343.8581,311.4502,311.116,310.7228,520.8423,1087.4124,1080.1216,1083.9953,1083.3019,1075.4285,536.4941,1100.159,1105.8059,450.4099,453.9468,521.0242,514.586,518.3811,531.3755,524.829,450.4183,440.0675,443.362,409.6088,1160.7551,1142.2796,453.6571,1142.5794,1162.336,1145.1338,1141.1874,1135.0068,291.2423,274.526,295.7605,295.8915,295.1511,294.9465,309.0589,343.7637,300.0863,298.9147,297.3404,297.472,295.187,295.898,295.7085,273.0959,287.2225,283.9938,298.0022,303.6887,296.1305,324.0937,343.8581,311.4502,290.7776,274.613,308.9674,344.3751,311.414,298.4533,0.026066,0.048012,0.017257,10.0079,5.8694,-0.79719,4.39,3500,1155.2018,117.7861,55.1872,,,2.7555,0.51203,0.029855519,0.0136005,0.038443,0.0074946,0.037973,0.0042359,0.00071574,174.7118,0.96227,1.6683,3.6681,-0.71003,-0.009833,0.02537,3.8042,-0.7402,-0.052598,0.05226,0.049694,0.0004672,0.00086463,0.0049859,0.0016465,189.1631
2007_07_04K.csv,291.259,292.5818,292.2113,298.1597,293.7812,293.8315,288.1148,325.7245,298.6259,317.4477,291.1907,291.1544,290.9938,290.8704,299.0955,287.6866,290.5826,291.7938,326.9582,318.5056,324.6612,326.0931,340.5801,327.0759,326.9738,327.4012,299.026,330.3293,340.6733,327.1473,327.0733,326.7161,689.6304,1335.1272,1326.0684,1325.3078,1324.5832,1308.6231,727.4461,1346.7857,1351.4499,616.3018,619.3071,690.4925,683.5639,691.6093,711.5547,701.3358,614.5495,603.1051,604.8253,531.101,1435.9889,1388.9662,632.673,1397.656,1434.1172,1406.7804,1395.3842,1384.0132,293.8315,288.1148,299.0955,287.6866,290.5826,291.7938,326.0931,340.5801,306.1715,303.8259,310.0253,302.9476,298.1484,298.5609,299.0812,276.4374,299.3958,298.8919,304.5949,305.9684,299.026,330.3293,340.6733,327.1473,293.5788,287.9939,325.9975,341.1655,319.2814,305.7426,0.030823,0.048795,0.016675,12.81,5.7882,-0.97999,4.3787,3500,1160.4193,475.4274,236.114,,,8.8469,2.6944,0.118965231,0.058013226,0.13972,0.046303,0.12705,0.038703,0.00067379,140.5348,0.9462,1.6642,4.6951,-0.70338,-0.048791,0.10827,5.2689,-0.75393,-0.15591,0.14834,0.22116,0.003085,0.0033309,0.0049866,0.0016539,151.8616
2007_07_03H.csv,291.6111,293.2088,292.8065,297.6548,294.6602,295.1506,284.7636,323.138,298.3405,315.3222,291.0539,291.106,290.9457,290.9179,300.1141,283.4066,290.4656,288.9299,323.9806,316.3288,320.8265,322.4889,346.276,324.2443,324.0163,324.6305,301.0311,333.2284,346.5643,323.6797,324.3139,323.9797,690.1043,1315.1709,1308.1914,1310.8021,1310.0087,1297.7977,709.8411,1336.873,1341.7182,605.7168,608.4957,689.7045,681.6851,687.958,704.5508,696.0073,602.9699,590.3943,595.3083,544.1016,1417.254,1387.1659,609.4221,1389.7172,1420.7451,1395.3914,1388.7876,1378.0666,295.1506,284.7636,300.2477,273.1054,298.8164,299.4641,322.4889,346.276,307.8924,305.891,302.9038,303.6078,299.6611,300.0695,300.1141,283.4066,290.4656,288.9299,304.7934,300.6605,301.0311,333.2284,346.5643,323.6797,294.8634,284.9663,322.3926,346.843,320.3963,305.0738,0.032705,0.046822,0.015888,12.2168,6.1529,-1.0771,4.4587,3500,1155.5929,238.344,116.6354,,,4.3189,0.93826,0.059775606,0.028649469,0.073034,0.017047,0.068891,0.015147,0.00070396,148.1659,0.95537,1.7657,4.4777,-0.74458,-0.026885,0.054459,4.8363,-0.7782,-0.10167,0.062955,0.085072,0.0011143,0.00133,0.0049865,0.0016472,147.0176
2007_07_03G.csv,284.6394,290.9253,290.7814,290.6813,290.2557,290.6247,272.9848,316.7164,291.2577,308.7749,283.5766,284.1832,283.1156,282.5527,299.8215,271.2214,283.0326,276.3765,317.0552,309.9108,313.2942,314.7982,351.9403,317.4251,317.1533,317.8767,300.6909,331.669,352.2525,316.3951,317.6114,317.3591,639.6289,1271.0232,1264.1633,1267.8532,1266.1695,1259.0353,651.8586,1291.9313,1295.7944,558.3315,561.4637,639.2976,632.5705,637.1612,650.3349,644.7321,557.0289,542.2549,549.2205,512.3906,1361.216,1340.7077,559.4928,1341.2057,1365.4602,1344.9976,1340.8421,1331.3988,290.6247,272.9848,299.522,273.0056,298.0825,297.85,314.7982,351.9403,307.0577,305.1377,302.4212,302.7949,299.2043,299.7163,299.8215,271.2214,283.0326,276.3765,304.0462,301.574,300.6909,331.669,352.2525,316.3951,290.0853,272.7235,314.6938,352.5138,322.0605,304.3529,0.031807,0.047796,0.0070408,11.5267,6.626,-1.0415,4.6706,3500,1154.5434,117.7537,54.7381,,,2.2931,0.31192,0.029693045,0.013518478,0.03846,0.0055805,0.037446,0.00038446,0.00072624,177.17,0.95617,1.7341,4.2248,-0.80111,-0.012843,0.026773,4.4183,-0.83825,-0.05654,0.068308,0.041949,0.00046092,0.0010302,0.0049863,0.0016459,153.3286
2008_01_26A.csv,299.1473,299.6309,299.6861,301.4515,300.0292,299.6888,296.3386,320.1313,302.2052,315.4603,298.4424,299.128,298.9379,295.3777,303.0323,295.9818,298.8584,300.8695,323.0548,315.5771,321.5616,322.6238,332.274,323.2562,323.0596,323.4147,303.3739,325.9955,332.5839,323.096,323.2173,322.4195,378.3418,834.5438,825.6443,834.3926,824.7518,814.6012,411.8651,838.6001,846.768,339.7379,341.1041,382.3752,374.8289,379.7505,396.5161,389.3869,337.758,332.4838,333.589,277.5024,895.6684,856.0007,362.765,867.202,883.9745,873.9427,863.0226,860.4032,299.6888,296.3386,294.9887,294.8424,294.6343,294.7042,322.6238,332.274,296.8544,296.0499,295.2196,295.6622,298.9334,295.898,303.0323,295.9818,298.8584,300.8695,297.279,293.4633,303.3739,325.9955,332.5839,323.096,299.8018,296.3346,322.6194,333.3599,311.2009,295.9465,0.015801,0.042881,0.057095,8.3415,4.0552,-0.3532,3.8405,3500,863.4286,475.8263,236.1267,,,17.3162,5.0568,0.119429337,0.057659991,0.14143,0.043846,0.12498,0.048123,0.00061961,105.4669,0.91955,1.8851,3.0573,-0.36667,-0.017599,0.094964,3.4449,-0.38822,-0.13951,0.063587,0.57876,0.004437,0.0039952,0.0049855,0.0012305,288.3483
2008_01_26B.csv,299.7332,300.3384,300.3758,302.3729,300.9058,300.7042,293.7547,318.9345,303.0046,314.7748,299.4612,299.8822,299.8248,295.7922,303.5724,293.1822,299.6203,300.3518,320.784,314.9014,319.2097,320.0313,336.7961,321.086,320.8142,321.1777,303.9819,327.4035,337.1671,322.3274,321.108,320.6435,375.0792,837.1129,829.2783,840.1984,829.3384,822.8579,398.5198,846.8302,853.2503,328.1768,330.0411,377.707,369.7533,374.4326,387.4362,381.7619,326.8266,319.9203,323.325,284.4975,893.6476,870.5581,338.9441,874.4315,886.0413,879.5003,872.4297,868.9202,300.7042,293.7547,295.2729,295.1163,294.8629,294.8877,320.0313,336.7961,297.6584,296.5883,295.664,295.9238,299.4497,293.0576,303.5724,293.1822,299.6203,300.3518,298.359,292.7946,303.9819,327.4035,337.1671,322.3274,300.7469,294.0489,320.0231,338.1163,312.2432,296.4586,0.017083,0.043806,0.047539,7.9352,4.5637,-0.43895,3.9929,3500,862.8287,238.901,116.7448,,,8.3033,2.1387,0.06006653,0.028494931,0.0738,0.019993,0.071949,0.022124,0.0006685,114.6135,0.94736,1.992,2.9084,-0.41236,-0.010981,0.048816,3.0718,-0.42591,-0.087044,0.033772,0.19653,0.0015185,0.0011287,0.0049854,0.0012298,279.5757
2008_01_26C.csv,300.1926,300.3801,300.6539,302.3007,301.3264,301.2235,287.5454,314.8346,302.8485,311.6486,300.0958,300.3461,300.4623,294.9686,303.7656,286.7689,300.6325,300.0281,315.7334,311.7071,314.0104,314.7657,343.6186,316.1889,315.8822,316.4108,304.2155,327.3235,343.898,318.6634,316.3134,316.0809,368.2837,836.8315,829.896,840.7265,830.7144,826.2456,383.1997,849.4504,855.3372,316.786,319.135,370.3826,362.8048,366.6304,377.2472,371.4713,316.2439,308.0735,312.8192,285.4354,890.9607,875.4701,323.6222,876.4823,885.6265,880.1249,875.4395,871.2665,301.2235,287.5454,295.3875,295.2961,294.9687,294.9796,314.7657,343.6186,298.1609,296.9036,295.5782,296.1121,300.049,286.5981,303.7656,286.7689,300.6325,300.0281,299.0978,292.5061,304.2155,327.3235,343.898,318.6634,301.24,288.079,314.7481,344.9977,312.1874,296.6887,0.017687,0.043807,0.0476,7.712,4.9619,-0.46625,4.0795,3500,863.0793,116.1017,53.6382,,,4.0919,0.74253,0.02930524,0.013087233,0.038164,0.0071767,0.0372,0.0073034,0.00069672,129.0756,0.9543,2.0401,2.8266,-0.44846,-0.0056687,0.022915,2.9067,-0.4622,-0.048209,0.0065032,0.078528,0.00055626,0.00050534,0.0049854,0.0012304,275.2217
2008_01_26D.csv,300.5399,301.1971,301.2181,304.3752,301.9366,301.6207,297.2562,326.0373,305.073,320.1112,300.1343,300.5568,300.5145,296.1703,304.9355,296.843,300.092,301.8361,328.4766,320.4781,326.6183,327.8239,339.7166,328.7268,328.5073,328.9521,305.3302,331.9914,339.9699,328.4587,328.6764,327.967,520.0826,1094.6721,1091.3056,1098.8036,1088.4253,1075.8641,556.2244,1109.9355,1116.4289,466.7593,469.1181,523.5352,514.8615,521.4992,540.3505,529.4018,464.8674,456.8744,457.8913,395.5718,1177.4791,1134.3642,487.0227,1146.2738,1165.167,1152.5392,1141.0485,1136.9013,301.6207,297.2562,295.2644,295.4503,294.9879,295.0819,327.8239,339.7166,298.5966,297.1196,295.72,296.2912,300.1647,296.7415,304.9355,296.843,300.092,301.8361,299.6342,292.4948,305.3302,331.9914,339.9699,328.4587,301.7538,297.321,327.8446,340.8663,315.8881,296.9319,0.022333,0.046298,0.049727,10.5795,5.2583,-0.72034,4.1423,3500,863.8595,475.7465,236.1116,,,12.4556,3.3179,0.118887656,0.057593396,0.14192,0.040449,0.12864,0.050553,0.00065301,102.7044,0.92642,2.0209,3.8776,-0.47568,-0.035888,0.10242,4.3464,-0.50134,-0.17406,0.077786,0.36034,0.0037641,0.003111,0.004986,0.0012316,204.6901
2008_01_26E.csv,300.9281,301.6878,301.7133,304.7849,302.7274,302.6429,293.9832,324.2195,305.2747,318.8712,300.8003,301.1515,301.1427,296.1804,305.475,293.3752,300.9129,301.7111,325.7389,319.2062,323.5683,324.6731,344.9369,326.1012,325.7962,326.2305,305.8494,333.5066,345.2246,326.2986,326.1125,325.7256,518.2079,1094.8431,1091.9339,1099.634,1091.2658,1081.6211,542.52,1114.9592,1120.6497,455.393,458.5381,520.1068,511.4731,517.2138,531.9617,522.4538,453.8674,444.5054,448.4916,405.3432,1173.9518,1147.5789,463.5907,1152.0485,1167.3272,1155.9724,1148.669,1143.7828,302.6429,293.9832,295.3049,295.5875,295.041,295.1949,324.6731,344.9369,298.9006,297.3699,296.2136,296.5268,300.7384,293.2579,305.475,293.3752,300.9129,301.7111,300.1891,292.0596,305.8494,333.5066,345.2246,326.2986,302.7301,294.2974,324.698,346.2818,316.0008,297.2527,0.023895,0.046124,0.049671,10.1461,5.8214,-0.82726,4.2888,3500,863.5388,238.848,116.7716,,,6.0748,1.324,0.059813111,0.028474778,0.074642,0.017223,0.071808,0.019794,0.0006914,114.64,0.94382,2.1265,3.7187,-0.52643,-0.020691,0.052445,3.9522,-0.54152,-0.10744,0.036551,0.13199,0.0013532,0.00095787,0.0049859,0.0012315,198.3354
2008_01_26F.csv,300.5922,301.2674,301.671,303.8999,302.6076,302.8441,286.6579,319.2266,304.3006,314.9673,300.6952,300.7851,300.9998,295.2,305.4767,285.8978,301.1172,301.3839,319.8869,315.219,317.6065,318.5218,352.1355,320.435,319.9953,320.6603,305.8719,332.8603,352.3584,321.317,320.4964,320.3384,511.3937,1091.5763,1089.0874,1098.1827,1089.1719,1081.8952,525.5774,1115.3417,1119.1905,443.3146,447.0861,512.9401,504.5109,508.8057,520.2646,513.8541,441.8153,432.2114,437.367,406.4974,1167.4314,1148.6837,448.0633,1150.7361,1164.0818,1153.8528,1148.3891,1143.2143,302.8441,286.6579,295.2812,295.6457,295.0893,295.221,318.5218,352.1355,299.2233,297.4331,296.2292,296.5932,300.4387,285.7453,305.4767,285.8978,301.1172,301.3839,300.6978,291.7156,305.8719,332.8603,352.3584,321.317,302.9098,287.1688,318.5946,353.6596,315.8543,297.3697,0.024661,0.046092,0.049663,9.8938,6.2691,-0.84709,4.4054,3500,863.7987,116.8125,53.8665,,,3.0255,0.34201,0.029385238,0.013138818,0.038969,0.0045891,0.0365,0.0041791,0.00071391,131.6851,0.94575,2.1784,3.6263,-0.56708,-0.010362,0.02485,3.7355,-0.58162,-0.066846,0.0090137,0.057454,0.00053614,0.00049307,0.0049858,0.0012321,194.9794
2008_01_26G.csv,300.9411,301.7393,301.722,306.2234,302.8974,302.6549,297.3546,331.431,307.0362,323.9435,300.6324,300.9582,300.9881,296.516,305.9973,296.9126,300.3645,302.4833,333.8599,324.5483,331.3933,332.8559,347.1185,334.222,333.8999,334.6642,306.4745,338.4572,347.4545,334.7061,334.2085,333.2486,685.1267,1392.4091,1391.8059,1396.3524,1387.6998,1373.9294,725.0007,1417.576,1424.137,613.8076,617.5426,687.9002,679.0068,689.1832,707.3595,696.7136,610.8368,601.5105,602.6553,534.2069,1496.9148,1450.836,632.29,1462.0613,1485.6372,1469.8864,1456.5812,1452.0275,302.6549,297.3546,295.6833,295.7037,295.2412,295.2832,332.8559,347.1185,299.4857,297.6316,295.9001,296.6729,300.5185,296.7758,305.9973,296.9126,300.3645,302.4833,300.9571,291.7585,306.4745,338.4572,347.4545,334.7061,302.8228,297.4654,332.9224,348.4655,319.3316,297.4226,0.02988,0.045838,0.049879,13.1435,6.6237,-1.172,4.5878,3500,864.3325,475.6813,236.0845,,,9.3748,2.388,0.118347437,0.057568665,0.14115,0.038843,0.1272,0.05093,0.00067475,106.2238,0.93172,2.1189,4.8173,-0.59953,-0.058383,0.11342,5.4073,-0.63066,-0.23369,0.091259,0.2405,0.0032258,0.0027155,0.0049867,0.0012331,153.2756
2008_01_26H.csv,301.2981,302.1143,302.2947,306.5212,303.9222,304.0385,293.8895,329.3547,307.0489,322.5212,301.2432,301.5467,301.5784,296.434,306.6839,293.2469,301.6395,302.4936,330.6134,323.108,327.6317,329.1112,352.8567,331.0616,330.6827,331.3622,307.0991,340.0557,353.1404,330.3772,331.0966,330.7022,686.1608,1387.2683,1387.7188,1392.3452,1385.1953,1374.7419,711.9324,1421.0347,1424.2361,604.3076,609.5419,687.7182,678.3801,687.7496,700.8791,692.7841,602.0571,591.5562,595.5673,547.0782,1490.9699,1460.3364,611.3295,1464.5825,1482.9872,1470.2717,1460.9248,1455.2966,304.0385,293.8895,295.571,295.7619,295.1977,295.3085,329.1112,352.8567,299.6912,297.7368,296.0692,296.8663,301.1456,293.0886,306.6839,293.2469,301.6395,302.4936,301.2145,291.4729,307.0991,340.0557,353.1404,330.3772,304.2002,294.2513,329.1695,354.3389,319.8488,297.5909,0.031788,0.045614,0.049862,12.6474,7.201,-1.2822,4.7184,3500,862.6949,239.0685,117.1585,,,4.6579,0.85184,0.05963064,0.02856083,0.075299,0.014687,0.069795,0.015619,0.00070745,117.8577,0.94319,2.2339,4.6355,-0.65055,-0.0321,0.05789,4.9645,-0.66665,-0.13561,0.034927,0.095724,0.0012388,0.00088297,0.0049866,0.0012312,148.4316
2008_01_26I.csv,300.4479,302.0315,302.3802,305.082,304.0071,304.2235,286.2746,324.4358,305.5601,318.6432,300.4592,300.6012,300.7254,295.4747,306.9146,285.5761,300.7955,301.7087,324.8725,319.112,321.9175,322.9438,360.353,325.5107,324.9641,325.9692,307.3838,338.0634,360.6264,323.8774,325.6693,325.4787,680.8379,1377.6516,1377.9946,1384.4037,1376.8565,1370.1215,694.7891,1421.4481,1416.2069,594.3402,599.5997,682.1035,672.7355,681.627,691.6043,685.3045,592.1686,581.1807,586.4058,550.5439,1478.7914,1456.5903,597.8473,1457.9012,1476.6812,1462.7144,1455.4615,1449.8904,304.2235,286.2746,295.6666,295.7682,295.2554,295.3068,322.9438,360.353,299.9445,297.8783,296.366,297.0343,300.1141,285.4242,306.9146,285.5761,300.7955,301.7087,301.6973,291.1592,307.3838,338.0634,360.6264,323.8774,304.2795,286.5827,323.0204,361.9893,320.8974,297.8058,0.03281,0.046229,0.041625,12.2848,7.6772,-1.252,4.8498,3500,863.3888,118.1465,53.6645,,,2.3698,0.11556,0.029600623,0.013091029,0.040157,0.0020553,0.034315,0.00085738,0.00072958,135.9491,0.94222,2.2966,4.5026,-0.69412,-0.01549,0.027255,4.6411,-0.70802,-0.085792,0.0078697,0.045881,0.00054875,0.0005003,0.0049865,0.0012325,145.4494
